Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
88,2025,1,4,15,0,4,900,60,9760.37000000,472.59000000,715.62000000,9011.07000000,0.00000000,438.90000000,3686.70000000,8572.16000000,0.00000000,9760.37000000,0.00000000,0.00000000,9760.37000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
89,2025,1,4,16,0,4,960,60,9852.29000000,445.49000000,279.15000000,9127.65000000,0.00000000,0.00000000,3686.70000000,9127.65000000,0.00000000,9852.29000000,0.00000000,0.00000000,9852.29000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
90,2025,1,4,17,0,4,1020,60,10038.33000000,418.56000000,0.00000000,9619.77000000,0.00000000,0.00000000,3686.70000000,9619.77000000,0.00000000,10038.33000000,0.00000000,0.00000000,10038.33000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
91,2025,1,4,18,0,4,1080,60,10297.26000000,393.20000000,0.00000000,9904.06000000,0.00000000,0.00000000,3686.70000000,9904.06000000,0.00000000,10297.26000000,0.00000000,0.00000000,10297.26000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
92,2025,1,4,19,0,4,1140,60,10538.10000000,370.70000000,0.00000000,8967.40000000,1200.00000000,0.00000000,2323.06000000,10167.40000000,0.00000000,10538.10000000,0.00000000,0.00000000,10538.10000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
93,2025,1,4,20,0,4,1200,60,10637.98000000,352.18000000,0.00000000,9085.80000000,1200.00000000,0.00000000,959.42000000,10285.80000000,0.00000000,10637.98000000,0.00000000,0.00000000,10637.98000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
94,2025,1,4,21,0,4,1260,60,10538.07000000,338.53000000,0.00000000,9936.00000000,0.00000000,0.00000000,959.42000000,10199.55000000,0.00000000,10274.53000000,263.54000000,0.00000000,10538.07000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
95,2025,1,4,22,0,4,1320,60,10297.10000000,330.31000000,0.00000000,9936.00000000,0.00000000,0.00000000,959.42000000,9966.78000000,0.00000000,10266.31000000,30.79000000,0.00000000,10297.10000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
96,2025,1,4,23,0,4,1380,60,10037.46000000,327.79000000,0.00000000,9709.67000000,0.00000000,0.00000000,959.42000000,9709.67000000,0.00000000,10037.46000000,0.00000000,0.00000000,10037.46000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
97,2025,1,5,0,0,5,0,60,9450.32000000,404.09000000,0.00000000,9046.23000000,0.00000000,0.00000000,959.42000000,9046.23000000,0.00000000,9450.32000000,0.00000000,0.00000000,9450.32000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
98,2025,1,5,1,0,5,60,60,9367.42000000,413.28000000,0.00000000,8954.14000000,0.00000000,0.00000000,959.42000000,8954.14000000,0.00000000,9367.42000000,0.00000000,0.00000000,9367.42000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
99,2025,1,5,2,0,5,120,60,9306.06000000,424.99000000,0.00000000,8881.08000000,0.00000000,0.00000000,959.42000000,8881.08000000,0.00000000,9306.06000000,0.00000000,0.00000000,9306.06000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
100,2025,1,5,3,0,5,180,60,9291.45000000,438.23000000,0.00000000,8853.21000000,0.00000000,0.00000000,959.42000000,8853.21000000,0.00000000,9291.45000000,0.00000000,0.00000000,9291.45000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
101,2025,1,5,4,0,5,240,60,9341.47000000,451.90000000,0.00000000,8889.58000000,0.00000000,0.00000000,959.42000000,8889.58000000,0.00000000,9341.47000000,0.00000000,0.00000000,9341.47000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
102,2025,1,5,5,0,5,300,60,9460.87000000,464.77000000,0.00000000,8996.10000000,0.00000000,0.00000000,959.42000000,8996.10000000,0.00000000,9460.87000000,0.00000000,0.00000000,9460.87000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
103,2025,1,5,6,0,5,360,60,9637.01000000,475.68000000,0.00000000,9161.34000000,0.00000000,0.00000000,959.42000000,9161.34000000,0.00000000,9637.01000000,0.00000000,0.00000000,9637.01000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
104,2025,1,5,7,0,5,420,60,9835.40000000,483.51000000,0.00000000,9351.89000000,0.00000000,0.00000000,959.42000000,9351.89000000,0.00000000,9835.40000000,0.00000000,0.00000000,9835.40000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
105,2025,1,5,8,0,5,480,60,10002.36000000,487.37000000,273.21000000,9241.78000000,0.00000000,0.00000000,959.42000000,9241.78000000,0.00000000,10002.36000000,0.00000000,0.00000000,10002.36000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
106,2025,1,5,9,0,5,540,60,10085.91000000,486.56000000,714.63000000,8884.72000000,0.00000000,0.00000000,959.42000000,8884.72000000,0.00000000,10085.91000000,0.00000000,0.00000000,10085.91000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
107,2025,1,5,10,0,5,600,60,10067.51000000,480.72000000,1198.72000000,8388.06000000,0.00000000,0.00000000,959.42000000,8388.06000000,0.00000000,10067.51000000,0.00000000,0.00000000,10067.51000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
108,2025,1,5,11,0,5,660,60,9975.35000000,469.80000000,1584.07000000,8577.49000000,0.00000000,656.02000000,1536.72000000,7921.47000000,0.00000000,9975.35000000,0.00000000,0.00000000,9975.35000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
109,2025,1,5,12,0,5,720,60,9863.17000000,454.08000000,1682.14000000,8407.49000000,0.00000000,680.54000000,2135.59000000,7726.95000000,0.00000000,9863.17000000,0.00000000,0.00000000,9863.17000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
110,2025,1,5,13,0,5,780,60,9775.73000000,434.16000000,1488.01000000,8485.56000000,0.00000000,632.00000000,2691.75000000,7853.56000000,0.00000000,9775.73000000,0.00000000,0.00000000,9775.73000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
111,2025,1,5,14,0,5,840,60,9734.43000000,410.96000000,1152.04000000,8719.44000000,0.00000000,548.01000000,3174.00000000,8171.43000000,0.00000000,9734.43000000,0.00000000,0.00000000,9734.43000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
112,2025,1,5,15,0,5,900,60,9750.47000000,385.60000000,743.59000000,9067.18000000,0.00000000,445.90000000,3566.39000000,8621.28000000,0.00000000,9750.47000000,0.00000000,0.00000000,9750.47000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
113,2025,1,5,16,0,5,960,60,9842.38000000,359.37000000,290.85000000,9192.16000000,0.00000000,0.00000000,3566.39000000,9192.16000000,0.00000000,9842.38000000,0.00000000,0.00000000,9842.38000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
114,2025,1,5,17,0,5,1020,60,10028.42000000,333.66000000,0.00000000,9694.76000000,0.00000000,0.00000000,3566.39000000,9694.76000000,0.00000000,10028.42000000,0.00000000,0.00000000,10028.42000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
115,2025,1,5,18,0,5,1080,60,10287.36000000,309.84000000,0.00000000,9936.00000000,0.00000000,0.00000000,3566.39000000,9977.52000000,0.00000000,10245.84000000,41.52000000,0.00000000,10287.36000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
116,2025,1,5,19,0,5,1140,60,10528.19000000,289.17000000,0.00000000,9039.03000000,1200.00000000,0.00000000,2202.76000000,10239.03000000,0.00000000,10528.19000000,0.00000000,0.00000000,10528.19000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
117,2025,1,5,20,0,5,1200,60,10628.07000000,272.75000000,0.00000000,9155.32000000,1200.00000000,0.00000000,839.12000000,10355.32000000,0.00000000,10628.07000000,0.00000000,0.00000000,10628.07000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
118,2025,1,5,21,0,5,1260,60,10528.17000000,261.44000000,0.00000000,9936.00000000,0.00000000,0.00000000,839.12000000,10266.73000000,0.00000000,10197.44000000,330.73000000,0.00000000,10528.17000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
119,2025,1,5,22,0,5,1320,60,10287.19000000,255.78000000,0.00000000,9936.00000000,0.00000000,0.00000000,839.12000000,10031.41000000,0.00000000,10191.78000000,95.41000000,0.00000000,10287.19000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
120,2025,1,5,23,0,5,1380,60,10027.56000000,255.98000000,0.00000000,9771.57000000,0.00000000,0.00000000,839.12000000,9771.57000000,0.00000000,10027.56000000,0.00000000,0.00000000,10027.56000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
121,2025,1,6,0,0,6,0,60,9840.28000000,380.92000000,0.00000000,9459.36000000,0.00000000,0.00000000,839.12000000,9459.36000000,0.00000000,9840.28000000,0.00000000,0.00000000,9840.28000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
122,2025,1,6,1,0,6,60,60,9757.38000000,387.39000000,0.00000000,9369.98000000,0.00000000,0.00000000,839.12000000,9369.98000000,0.00000000,9757.38000000,0.00000000,0.00000000,9757.38000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
123,2025,1,6,2,0,6,120,60,9696.02000000,396.55000000,0.00000000,9299.47000000,0.00000000,0.00000000,839.12000000,9299.47000000,0.00000000,9696.02000000,0.00000000,0.00000000,9696.02000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
124,2025,1,6,3,0,6,180,60,9681.41000000,407.45000000,0.00000000,9273.96000000,0.00000000,0.00000000,839.12000000,9273.96000000,0.00000000,9681.41000000,0.00000000,0.00000000,9681.41000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
125,2025,1,6,4,0,6,240,60,9731.43000000,419.01000000,0.00000000,9312.42000000,0.00000000,0.00000000,839.12000000,9312.42000000,0.00000000,9731.43000000,0.00000000,0.00000000,9731.43000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
126,2025,1,6,5,0,6,300,60,9850.83000000,430.05000000,0.00000000,9420.78000000,0.00000000,0.00000000,839.12000000,9420.78000000,0.00000000,9850.83000000,0.00000000,0.00000000,9850.83000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
127,2025,1,6,6,0,6,360,60,10026.97000000,439.42000000,0.00000000,9587.55000000,0.00000000,0.00000000,839.12000000,9587.55000000,0.00000000,10026.97000000,0.00000000,0.00000000,10026.97000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
128,2025,1,6,7,0,6,420,60,10225.36000000,446.04000000,0.00000000,9779.32000000,0.00000000,0.00000000,839.12000000,9779.32000000,0.00000000,10225.36000000,0.00000000,0.00000000,10225.36000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
129,2025,1,6,8,0,6,480,60,10392.31000000,449.01000000,266.92000000,9676.38000000,0.00000000,0.00000000,839.12000000,9676.38000000,0.00000000,10392.31000000,0.00000000,0.00000000,10392.31000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
130,2025,1,6,9,0,6,540,60,10475.87000000,447.68000000,734.89000000,9293.30000000,0.00000000,0.00000000,839.12000000,9293.30000000,0.00000000,10475.87000000,0.00000000,0.00000000,10475.87000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
131,2025,1,6,10,0,6,600,60,10457.47000000,441.66000000,1229.77000000,8786.04000000,0.00000000,0.00000000,839.12000000,8786.04000000,0.00000000,10457.47000000,0.00000000,0.00000000,10457.47000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
132,2025,1,6,11,0,6,660,60,10365.30000000,430.91000000,1540.62000000,9038.93000000,0.00000000,645.15000000,1406.86000000,8393.77000000,0.00000000,10365.30000000,0.00000000,0.00000000,10365.30000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
133,2025,1,6,12,0,6,720,60,10253.13000000,415.72000000,1580.45000000,8912.07000000,0.00000000,655.11000000,1983.36000000,8256.95000000,0.00000000,10253.13000000,0.00000000,0.00000000,10253.13000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
134,2025,1,6,13,0,6,780,60,10165.68000000,396.69000000,1444.57000000,8945.56000000,0.00000000,621.14000000,2529.96000000,8324.42000000,0.00000000,10165.68000000,0.00000000,0.00000000,10165.68000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
135,2025,1,6,14,0,6,840,60,10124.39000000,374.70000000,1183.07000000,9122.38000000,0.00000000,555.77000000,3019.04000000,8566.61000000,0.00000000,10124.39000000,0.00000000,0.00000000,10124.39000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
136,2025,1,6,15,0,6,900,60,10140.42000000,350.88000000,763.90000000,9476.62000000,0.00000000,450.97000000,3415.89000000,9025.65000000,0.00000000,10140.42000000,0.00000000,0.00000000,10140.42000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
137,2025,1,6,16,0,6,960,60,10232.34000000,326.48000000,284.67000000,9621.19000000,0.00000000,0.00000000,3415.89000000,9621.19000000,0.00000000,10232.34000000,0.00000000,0.00000000,10232.34000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
138,2025,1,6,17,0,6,1020,60,10418.38000000,302.88000000,0.00000000,9936.00000000,0.00000000,0.00000000,3415.89000000,10115.50000000,0.00000000,10238.88000000,179.50000000,0.00000000,10418.38000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
139,2025,1,6,18,0,6,1080,60,10677.31000000,281.39000000,0.00000000,9936.00000000,0.00000000,0.00000000,3415.89000000,10395.92000000,0.00000000,10217.39000000,459.92000000,0.00000000,10677.31000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
140,2025,1,6,19,0,6,1140,60,10918.15000000,263.28000000,0.00000000,9454.88000000,1200.00000000,0.00000000,2052.26000000,10654.88000000,0.00000000,10918.15000000,0.00000000,0.00000000,10918.15000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
141,2025,1,6,20,0,6,1200,60,11018.03000000,249.58000000,0.00000000,9568.45000000,1200.00000000,0.00000000,688.62000000,10768.45000000,0.00000000,11018.03000000,0.00000000,0.00000000,11018.03000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
142,2025,1,6,21,0,6,1260,60,10918.12000000,241.13000000,0.00000000,9936.00000000,0.00000000,0.00000000,688.62000000,10676.99000000,0.00000000,10177.13000000,740.99000000,0.00000000,10918.12000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
143,2025,1,6,22,0,6,1320,60,10677.15000000,238.43000000,0.00000000,9936.00000000,0.00000000,0.00000000,688.62000000,10438.72000000,0.00000000,10174.43000000,502.72000000,0.00000000,10677.15000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
144,2025,1,6,23,0,6,1380,60,10417.51000000,241.64000000,0.00000000,9936.00000000,0.00000000,0.00000000,688.62000000,10175.88000000,0.00000000,10177.64000000,239.87000000,0.00000000,10417.51000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
145,2025,1,7,0,0,7,0,60,9830.10000000,405.38000000,0.00000000,9424.72000000,0.00000000,0.00000000,688.62000000,9424.72000000,0.00000000,9830.10000000,0.00000000,0.00000000,9830.10000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
146,2025,1,7,1,0,7,60,60,9747.20000000,409.75000000,0.00000000,9337.45000000,0.00000000,0.00000000,688.62000000,9337.45000000,0.00000000,9747.20000000,0.00000000,0.00000000,9747.20000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
147,2025,1,7,2,0,7,120,60,9685.84000000,417.07000000,0.00000000,9268.77000000,0.00000000,0.00000000,688.62000000,9268.77000000,0.00000000,9685.84000000,0.00000000,0.00000000,9685.84000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
148,2025,1,7,3,0,7,180,60,9671.23000000,426.44000000,0.00000000,9244.79000000,0.00000000,0.00000000,688.62000000,9244.79000000,0.00000000,9671.23000000,0.00000000,0.00000000,9671.23000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
149,2025,1,7,4,0,7,240,60,9721.25000000,436.78000000,0.00000000,9284.47000000,0.00000000,0.00000000,688.62000000,9284.47000000,0.00000000,9721.25000000,0.00000000,0.00000000,9721.25000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
150,2025,1,7,5,0,7,300,60,9840.66000000,446.95000000,0.00000000,9393.71000000,0.00000000,0.00000000,688.62000000,9393.71000000,0.00000000,9840.66000000,0.00000000,0.00000000,9840.66000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
151,2025,1,7,6,0,7,360,60,10016.79000000,455.78000000,0.00000000,9561.01000000,0.00000000,0.00000000,688.62000000,9561.01000000,0.00000000,10016.79000000,0.00000000,0.00000000,10016.79000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
152,2025,1,7,7,0,7,420,60,10215.18000000,462.22000000,0.00000000,9752.96000000,0.00000000,0.00000000,688.62000000,9752.96000000,0.00000000,10215.18000000,0.00000000,0.00000000,10215.18000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
153,2025,1,7,8,0,7,480,60,10382.14000000,465.37000000,273.41000000,9643.36000000,0.00000000,0.00000000,688.62000000,9643.36000000,0.00000000,10382.14000000,0.00000000,0.00000000,10382.14000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
154,2025,1,7,9,0,7,540,60,10465.69000000,464.57000000,748.80000000,9252.33000000,0.00000000,0.00000000,688.62000000,9252.33000000,0.00000000,10465.69000000,0.00000000,0.00000000,10465.69000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
155,2025,1,7,10,0,7,600,60,10447.29000000,459.43000000,1185.87000000,8801.98000000,0.00000000,0.00000000,688.62000000,8801.98000000,0.00000000,10447.29000000,0.00000000,0.00000000,10447.29000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
156,2025,1,7,11,0,7,660,60,10355.13000000,449.90000000,1433.22000000,9090.31000000,0.00000000,618.30000000,1232.73000000,8472.01000000,0.00000000,10355.13000000,0.00000000,0.00000000,10355.13000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
157,2025,1,7,12,0,7,720,60,10242.95000000,436.25000000,1519.11000000,8927.37000000,0.00000000,639.78000000,1795.73000000,8287.59000000,0.00000000,10242.95000000,0.00000000,0.00000000,10242.95000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
158,2025,1,7,13,0,7,780,60,10155.51000000,419.05000000,1469.90000000,8894.04000000,0.00000000,627.47000000,2347.91000000,8266.56000000,0.00000000,10155.51000000,0.00000000,0.00000000,10155.51000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
159,2025,1,7,14,0,7,840,60,10114.21000000,399.16000000,1203.72000000,9072.26000000,0.00000000,560.93000000,2841.53000000,8511.33000000,0.00000000,10114.21000000,0.00000000,0.00000000,10114.21000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
160,2025,1,7,15,0,7,900,60,10130.25000000,377.68000000,737.70000000,9459.29000000,0.00000000,444.42000000,3232.62000000,9014.87000000,0.00000000,10130.25000000,0.00000000,0.00000000,10130.25000000,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
161,2025,1,7,16,0,7,960,60,10222.16000000,355.84000000,266.58000000,9599.74000000,0.00000000,0.00000000,3232.62000000,9599.74000000,0.00000000,10222.16000000,0.00000000,0.00000000,10222.16000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
162,2025,1,7,17,0,7,1020,60,10408.20000000,334.95000000,0.00000000,9936.00000000,0.00000000,0.00000000,3232.62000000,10073.25000000,0.00000000,10270.95000000,137.25000000,0.00000000,10408.20000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
163,2025,1,7,18,0,7,1080,60,10667.14000000,316.33000000,0.00000000,9936.00000000,0.00000000,0.00000000,3232.62000000,10350.81000000,0.00000000,10252.33000000,414.81000000,0.00000000,10667.14000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
164,2025,1,7,19,0,7,1140,60,10907.97000000,301.17000000,0.00000000,9406.81000000,1200.00000000,0.00000000,1868.99000000,10606.81000000,0.00000000,10907.97000000,0.00000000,0.00000000,10907.97000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
165,2025,1,7,20,0,7,1200,60,11007.85000000,290.48000000,0.00000000,9517.37000000,1200.00000000,0.00000000,505.35000000,10717.37000000,0.00000000,11007.85000000,0.00000000,0.00000000,11007.85000000,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
166,2025,1,7,21,0,7,1260,60,10907.95000000,285.04000000,0.00000000,9936.00000000,0.00000000,0.00000000,505.35000000,10622.90000000,0.00000000,10221.04000000,686.91000000,0.00000000,10907.95000000,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
167,2025,1,7,22,0,7,1320,60,10666.97000000,285.32000000,0.00000000,9936.00000000,0.00000000,0.00000000,505.35000000,10381.65000000,0.00000000,10221.32000000,445.65000000,0.00000000,10666.97000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
168,2025,1,7,23,0,7,1380,60,10407.34000000,291.45000000,0.00000000,9936.00000000,0.00000000,0.00000000,505.35000000,10115.89000000,0.00000000,10227.45000000,179.89000000,0.00000000,10407.34000000,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
169,2025,1,8,0,0,8,0,60,9819.80000000,460.35000000,0.00000000,9359.45000000,0.00000000,0.00000000,505.35000000,9359.45000000,0.00000000,9819.80000000,0.00000000,0.00000000,9819.80000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
170,2025,1,8,1,0,8,60,60,9736.89000000,463.50000000,0.00000000,9273.40000000,0.00000000,0.00000000,505.35000000,9273.40000000,0.00000000,9736.89000000,0.00000000,0.00000000,9736.89000000,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
